Server_Region,GPU_Hardware,User_Tier,Primary_Workload,Termination_Reason,Session_Duration_Hours,Avg_Compute_Utilization_Pct,RAM_Allocated_GB,Network_Bandwidth_Used_GB,Total_Cost_USD,Session_Start_Date,Session_End_Date
ap-southeast-1,A100 80GB,Free,PyTorch Training,Hardware_Fault,70.9,72,64,239.06,41.19,2026-03-13 10:35:00,2026-03-16 09:29:00
us-east-1,T4,Enterprise,Relational Database,Hardware_Fault,57.5,50,64,246.21,53.66,2026-03-21 20:35:00,2026-03-24 06:05:00
ap-southeast-1,CPU-Only,Free,PyTorch Training,User_Stopped,9.5,36,128,240.25,110.77,2026-03-14 07:18:00,2026-03-14 16:48:00
ap-southeast-1,CPU-Only,Pro,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,28.5,24,128,4.17,26.05,2026-03-22 00:17:00,2026-03-23 04:47:00
ap-southeast-1,T4,Free,PyTorch Training,Out_of_Credit,6.9,64,16,153.77,134.85,2026-03-19 04:22:00,2026-03-19 11:16:00
eu-central-1,RTX 4090,Enterprise,Relational Database,User_Stopped,10.9,52,128,120.21,16.04,2026-03-09 22:27:00,2026-03-10 09:21:00
us-east-1,RTX 4090,Pro,Web App Hosting,User_Stopped,7.9,5,16,71.6,105.09,2026-02-25 07:39:00,2026-02-25 15:33:00
eu-central-1,RTX 4090,Free,Relational Database,Hardware_Fault,58.0,17,64,85.69,76.98,2026-04-12 02:26:00,2026-04-14 12:26:00
us-east-1,T4,Pro,Web App Hosting,User_Stopped,57.6,20,128,61.01,125.91,2026-03-09 17:32:00,2026-03-12 03:08:00
ap-southeast-1,T4,Free,ComfyUI / Stable Diffusion,Hardware_Fault,36.0,76,128,168.92,79.09,2026-03-05 07:21:00,2026-03-06 19:21:00
ap-southeast-1,T4,Pro,Relational Database,CUDA_Out_Of_Memory,22.8,79,32,110.3,39.0,2026-03-24 12:11:00,2026-03-25 10:59:00
eu-central-1,T4,Pro,PyTorch Training,Hardware_Fault,41.4,75,128,72.87,43.82,2026-04-26 03:15:00,2026-04-27 20:39:00
ap-southeast-1,CPU-Only,Free,Web App Hosting,CUDA_Out_Of_Memory,56.6,58,64,180.84,69.2,2026-04-12 19:14:00,2026-04-15 03:50:00
ap-southeast-1,T4,Pro,ComfyUI / Stable Diffusion,User_Stopped,49.0,83,32,241.35,75.19,2026-01-02 04:08:00,2026-01-04 05:08:00
us-east-1,A100 80GB,Pro,PyTorch Training,Hardware_Fault,13.6,93,32,165.64,61.59,2026-04-16 05:56:00,2026-04-16 19:32:00
us-east-1,RTX 4090,Enterprise,Relational Database,CUDA_Out_Of_Memory,27.9,88,64,147.63,125.27,2026-01-14 12:29:00,2026-01-15 16:23:00
ap-southeast-1,RTX 4090,Pro,PyTorch Training,Hardware_Fault,58.3,20,32,204.81,119.76,2026-01-19 06:37:00,2026-01-21 16:55:00
ap-southeast-1,RTX 4090,Free,Web App Hosting,Hardware_Fault,37.4,57,128,28.83,128.06,2026-01-16 20:28:00,2026-01-18 09:52:00
eu-central-1,CPU-Only,Free,Web App Hosting,User_Stopped,34.4,2,32,136.36,22.87,2026-02-10 09:21:00,2026-02-11 19:45:00
ap-southeast-1,CPU-Only,Pro,ComfyUI / Stable Diffusion,Out_of_Credit,45.4,70,64,237.33,89.87,2026-01-26 19:16:00,2026-01-28 16:40:00
us-east-1,T4,Free,ComfyUI / Stable Diffusion,Out_of_Credit,66.1,40,32,68.01,90.6,2026-02-17 11:25:00,2026-02-20 05:31:00
us-east-1,CPU-Only,Pro,Relational Database,CUDA_Out_Of_Memory,5.7,60,16,179.47,20.58,2026-02-15 14:57:00,2026-02-15 20:39:00
eu-central-1,RTX 4090,Pro,PyTorch Training,Hardware_Fault,38.4,53,64,118.67,68.48,2026-04-03 22:08:00,2026-04-05 12:32:00
eu-central-1,A100 80GB,Free,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,46.4,39,32,233.65,19.23,2026-04-04 12:33:00,2026-04-06 10:57:00
us-east-1,CPU-Only,Free,PyTorch Training,Out_of_Credit,24.1,68,128,195.62,35.41,2026-04-02 03:46:00,2026-04-03 03:52:00
ap-southeast-1,A100 80GB,Pro,Web App Hosting,Hardware_Fault,8.3,73,32,2.9,50.26,2026-03-05 16:49:00,2026-03-06 01:07:00
us-east-1,CPU-Only,Free,Relational Database,User_Stopped,21.0,92,128,219.33,21.31,2026-01-10 14:02:00,2026-01-11 11:02:00
us-east-1,T4,Enterprise,PyTorch Training,User_Stopped,60.3,37,128,131.27,44.78,2026-02-24 05:20:00,2026-02-26 17:38:00
us-east-1,A100 80GB,Free,ComfyUI / Stable Diffusion,User_Stopped,42.9,1,16,198.74,50.84,2026-01-22 09:13:00,2026-01-24 04:07:00
us-east-1,A100 80GB,Pro,PyTorch Training,CUDA_Out_Of_Memory,26.3,23,64,236.21,62.57,2026-04-20 23:25:00,2026-04-22 01:43:00
eu-central-1,RTX 4090,Free,ComfyUI / Stable Diffusion,Hardware_Fault,11.0,45,16,206.55,107.91,2026-04-17 10:07:00,2026-04-17 21:07:00
ap-southeast-1,RTX 4090,Enterprise,ComfyUI / Stable Diffusion,Hardware_Fault,60.7,38,32,95.88,34.56,2026-01-11 06:30:00,2026-01-13 19:12:00
us-east-1,RTX 4090,Pro,Web App Hosting,Hardware_Fault,44.9,63,16,60.88,23.03,2026-04-02 23:24:00,2026-04-04 20:18:00
us-east-1,CPU-Only,Pro,Relational Database,User_Stopped,38.6,45,128,232.69,89.81,2026-03-17 05:27:00,2026-03-18 20:03:00
eu-central-1,RTX 4090,Pro,Web App Hosting,Out_of_Credit,1.7,93,64,239.97,25.36,2026-01-20 01:13:00,2026-01-20 02:55:00
us-east-1,RTX 4090,Enterprise,Web App Hosting,Out_of_Credit,34.9,41,32,53.46,34.02,2026-01-19 19:13:00,2026-01-21 06:07:00
us-east-1,A100 80GB,Free,Web App Hosting,CUDA_Out_Of_Memory,10.6,52,32,110.52,9.64,2026-02-03 02:44:00,2026-02-03 13:20:00
eu-central-1,A100 80GB,Enterprise,ComfyUI / Stable Diffusion,Hardware_Fault,63.4,51,16,53.45,81.65,2026-01-18 07:11:00,2026-01-20 22:35:00
ap-southeast-1,CPU-Only,Pro,Relational Database,CUDA_Out_Of_Memory,71.8,48,32,114.1,122.2,2026-02-17 06:08:00,2026-02-20 05:56:00
eu-central-1,T4,Free,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,22.2,2,64,21.15,100.21,2026-03-12 08:30:00,2026-03-13 06:42:00
us-east-1,T4,Free,Relational Database,CUDA_Out_Of_Memory,23.4,8,16,57.09,95.16,2026-02-19 01:22:00,2026-02-20 00:46:00
us-east-1,RTX 4090,Pro,Web App Hosting,Hardware_Fault,12.2,49,16,62.04,16.77,2026-03-08 23:35:00,2026-03-09 11:47:00
us-east-1,A100 80GB,Pro,ComfyUI / Stable Diffusion,Out_of_Credit,12.2,36,32,189.89,23.12,2026-04-25 23:18:00,2026-04-26 11:30:00
eu-central-1,RTX 4090,Enterprise,Relational Database,Hardware_Fault,16.2,36,32,37.12,111.38,2026-02-16 06:52:00,2026-02-16 23:04:00
eu-central-1,A100 80GB,Pro,Web App Hosting,User_Stopped,68.0,33,32,86.83,91.52,2026-01-21 13:55:00,2026-01-24 09:55:00
us-east-1,T4,Enterprise,PyTorch Training,Out_of_Credit,69.7,77,128,245.54,81.69,2026-01-28 03:09:00,2026-01-31 00:51:00
ap-southeast-1,T4,Pro,ComfyUI / Stable Diffusion,Out_of_Credit,28.1,42,32,115.6,41.19,2026-04-01 13:04:00,2026-04-02 17:10:00
eu-central-1,T4,Pro,Relational Database,Out_of_Credit,20.3,51,64,88.42,113.94,2026-04-21 09:03:00,2026-04-22 05:21:00
ap-southeast-1,CPU-Only,Enterprise,PyTorch Training,User_Stopped,46.6,63,32,30.19,118.87,2026-03-15 21:46:00,2026-03-17 20:22:00
us-east-1,T4,Free,Relational Database,Out_of_Credit,67.3,73,64,64.17,30.2,2026-03-06 19:45:00,2026-03-09 15:03:00
us-east-1,A100 80GB,Pro,Web App Hosting,Hardware_Fault,57.9,2,64,148.86,32.94,2026-04-06 23:16:00,2026-04-09 09:10:00
eu-central-1,A100 80GB,Pro,Relational Database,CUDA_Out_Of_Memory,29.1,75,32,169.44,1.15,2026-04-09 09:25:00,2026-04-10 14:31:00
ap-southeast-1,RTX 4090,Free,PyTorch Training,CUDA_Out_Of_Memory,44.6,36,16,89.43,91.53,2026-03-22 20:04:00,2026-03-24 16:40:00
eu-central-1,RTX 4090,Enterprise,Web App Hosting,User_Stopped,32.3,22,64,241.03,114.69,2026-01-01 09:18:00,2026-01-02 17:36:00
eu-central-1,RTX 4090,Enterprise,ComfyUI / Stable Diffusion,User_Stopped,32.1,22,16,79.0,102.03,2026-04-17 00:53:00,2026-04-18 08:59:00
ap-southeast-1,RTX 4090,Enterprise,Web App Hosting,User_Stopped,17.8,94,16,136.66,96.62,2026-01-15 13:47:00,2026-01-16 07:35:00
ap-southeast-1,A100 80GB,Free,Web App Hosting,Hardware_Fault,46.5,80,128,114.95,53.03,2026-03-13 04:45:00,2026-03-15 03:15:00
us-east-1,T4,Enterprise,ComfyUI / Stable Diffusion,Out_of_Credit,64.9,99,64,193.6,54.37,2026-01-01 20:12:00,2026-01-04 13:06:00
ap-southeast-1,A100 80GB,Enterprise,Web App Hosting,Out_of_Credit,13.6,66,16,168.9,101.35,2026-03-30 00:46:00,2026-03-30 14:22:00
ap-southeast-1,A100 80GB,Free,Relational Database,User_Stopped,28.0,99,32,2.99,37.03,2026-02-24 17:12:00,2026-02-25 21:12:00
eu-central-1,RTX 4090,Enterprise,Relational Database,User_Stopped,27.1,48,128,174.25,111.9,2026-04-26 06:02:00,2026-04-27 09:08:00
eu-central-1,A100 80GB,Pro,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,51.9,64,32,166.9,126.25,2026-03-13 13:37:00,2026-03-15 17:31:00
eu-central-1,T4,Enterprise,PyTorch Training,CUDA_Out_Of_Memory,61.8,36,128,14.15,97.32,2026-03-14 08:30:00,2026-03-16 22:18:00
ap-southeast-1,A100 80GB,Pro,PyTorch Training,Out_of_Credit,37.0,72,16,235.14,71.48,2026-02-05 15:59:00,2026-02-07 04:59:00
eu-central-1,A100 80GB,Pro,Web App Hosting,CUDA_Out_Of_Memory,36.4,90,32,25.05,82.49,2026-02-06 18:21:00,2026-02-08 06:45:00
ap-southeast-1,RTX 4090,Free,PyTorch Training,Hardware_Fault,1.5,27,64,29.71,42.24,2026-02-08 18:07:00,2026-02-08 19:37:00
us-east-1,CPU-Only,Pro,PyTorch Training,Out_of_Credit,60.9,12,128,99.17,149.85,2026-02-02 16:36:00,2026-02-05 05:30:00
ap-southeast-1,RTX 4090,Enterprise,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,61.9,64,16,243.84,92.12,2026-02-02 11:16:00,2026-02-05 01:10:00
us-east-1,A100 80GB,Free,Web App Hosting,User_Stopped,48.6,20,16,169.71,136.33,2026-03-16 06:46:00,2026-03-18 07:22:00
us-east-1,A100 80GB,Pro,Web App Hosting,User_Stopped,71.1,10,32,84.12,35.82,2026-01-02 16:11:00,2026-01-05 15:17:00
ap-southeast-1,A100 80GB,Enterprise,Relational Database,CUDA_Out_Of_Memory,37.0,72,16,144.67,43.87,2026-04-26 18:41:00,2026-04-28 07:41:00
eu-central-1,T4,Pro,ComfyUI / Stable Diffusion,User_Stopped,8.9,12,32,138.49,3.73,2026-04-25 00:26:00,2026-04-25 09:20:00
us-east-1,A100 80GB,Enterprise,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,19.5,72,16,64.86,80.37,2026-03-10 19:33:00,2026-03-11 15:03:00
us-east-1,A100 80GB,Pro,PyTorch Training,CUDA_Out_Of_Memory,34.3,78,64,115.33,142.16,2026-03-09 17:39:00,2026-03-11 03:57:00
us-east-1,T4,Pro,PyTorch Training,User_Stopped,69.2,53,64,140.73,59.26,2026-03-10 01:21:00,2026-03-12 22:33:00
eu-central-1,T4,Pro,ComfyUI / Stable Diffusion,Hardware_Fault,60.7,31,128,176.87,84.77,2026-04-19 05:40:00,2026-04-21 18:22:00
us-east-1,RTX 4090,Enterprise,ComfyUI / Stable Diffusion,Out_of_Credit,29.7,13,128,35.63,53.62,2026-03-22 14:28:00,2026-03-23 20:10:00
ap-southeast-1,CPU-Only,Enterprise,PyTorch Training,CUDA_Out_Of_Memory,20.0,31,64,106.85,125.79,2026-01-06 06:20:00,2026-01-07 02:20:00
ap-southeast-1,RTX 4090,Pro,PyTorch Training,CUDA_Out_Of_Memory,52.1,76,128,139.29,99.59,2026-01-02 11:15:00,2026-01-04 15:21:00
ap-southeast-1,RTX 4090,Pro,Relational Database,Hardware_Fault,32.6,72,16,107.02,49.14,2026-02-24 00:30:00,2026-02-25 09:06:00
eu-central-1,A100 80GB,Pro,Relational Database,Out_of_Credit,56.0,34,128,180.81,124.36,2026-03-06 18:33:00,2026-03-09 02:33:00
eu-central-1,CPU-Only,Pro,PyTorch Training,Hardware_Fault,12.8,80,64,227.61,90.94,2026-04-25 14:45:00,2026-04-26 03:33:00
us-east-1,CPU-Only,Enterprise,Relational Database,Out_of_Credit,22.6,14,32,114.44,3.06,2026-01-02 15:56:00,2026-01-03 14:32:00
ap-southeast-1,CPU-Only,Free,Web App Hosting,Hardware_Fault,3.6,84,32,103.49,75.54,2026-01-23 22:51:00,2026-01-24 02:27:00
us-east-1,T4,Pro,ComfyUI / Stable Diffusion,User_Stopped,50.1,91,16,149.3,31.9,2026-02-08 05:31:00,2026-02-10 07:37:00
ap-southeast-1,CPU-Only,Enterprise,Web App Hosting,Hardware_Fault,49.2,61,128,31.9,125.72,2026-01-19 17:32:00,2026-01-21 18:44:00
ap-southeast-1,A100 80GB,Pro,ComfyUI / Stable Diffusion,User_Stopped,49.1,81,128,12.48,146.53,2026-04-06 23:59:00,2026-04-09 01:05:00
us-east-1,A100 80GB,Free,Web App Hosting,Hardware_Fault,21.3,8,128,2.76,93.67,2026-02-09 09:15:00,2026-02-10 06:33:00
us-east-1,A100 80GB,Pro,Relational Database,CUDA_Out_Of_Memory,1.5,81,64,163.07,147.0,2026-01-18 22:24:00,2026-01-18 23:54:00
ap-southeast-1,RTX 4090,Free,ComfyUI / Stable Diffusion,Hardware_Fault,44.2,13,16,59.64,53.47,2026-03-01 16:31:00,2026-03-03 12:43:00
eu-central-1,T4,Free,ComfyUI / Stable Diffusion,User_Stopped,62.1,29,16,208.07,110.49,2026-03-13 23:25:00,2026-03-16 13:31:00
us-east-1,A100 80GB,Pro,Web App Hosting,CUDA_Out_Of_Memory,53.5,37,64,194.29,29.2,2026-03-20 09:32:00,2026-03-22 15:02:00
us-east-1,RTX 4090,Enterprise,Relational Database,Hardware_Fault,59.4,94,128,201.67,136.36,2026-04-05 20:31:00,2026-04-08 07:55:00
eu-central-1,CPU-Only,Free,Web App Hosting,Hardware_Fault,62.0,56,64,162.3,138.88,2026-03-22 18:33:00,2026-03-25 08:33:00
ap-southeast-1,T4,Free,ComfyUI / Stable Diffusion,User_Stopped,45.5,49,32,28.15,91.97,2026-01-23 02:47:00,2026-01-25 00:17:00
eu-central-1,T4,Enterprise,ComfyUI / Stable Diffusion,User_Stopped,29.9,45,64,58.07,105.36,2026-04-26 03:39:00,2026-04-27 09:33:00
ap-southeast-1,CPU-Only,Pro,PyTorch Training,User_Stopped,3.6,22,32,22.09,95.61,2026-04-27 02:15:00,2026-04-27 05:51:00
eu-central-1,CPU-Only,Enterprise,PyTorch Training,CUDA_Out_Of_Memory,34.0,90,32,19.12,23.35,2026-01-15 00:14:00,2026-01-16 10:14:00
us-east-1,RTX 4090,Enterprise,Web App Hosting,CUDA_Out_Of_Memory,14.5,60,32,83.81,74.96,2026-04-03 03:26:00,2026-04-03 17:56:00
us-east-1,A100 80GB,Enterprise,PyTorch Training,Out_of_Credit,55.2,13,32,210.27,139.38,2026-02-05 14:15:00,2026-02-07 21:27:00
us-east-1,A100 80GB,Pro,Relational Database,Hardware_Fault,40.4,55,16,187.09,63.29,2026-03-28 19:21:00,2026-03-30 11:45:00
eu-central-1,T4,Enterprise,ComfyUI / Stable Diffusion,Hardware_Fault,45.5,12,16,32.87,16.4,2026-03-26 17:07:00,2026-03-28 14:37:00
ap-southeast-1,A100 80GB,Enterprise,Relational Database,CUDA_Out_Of_Memory,50.0,77,64,56.0,5.0,2026-04-01 08:58:00,2026-04-03 10:58:00
us-east-1,A100 80GB,Pro,Web App Hosting,User_Stopped,18.0,40,32,142.61,15.7,2026-01-20 19:51:00,2026-01-21 13:51:00
ap-southeast-1,RTX 4090,Enterprise,Web App Hosting,Hardware_Fault,46.4,23,128,26.37,110.22,2026-01-09 10:57:00,2026-01-11 09:21:00
eu-central-1,T4,Enterprise,Relational Database,Hardware_Fault,33.3,22,64,113.62,132.19,2026-02-19 17:45:00,2026-02-21 03:03:00
us-east-1,A100 80GB,Free,Relational Database,User_Stopped,42.7,58,64,24.38,102.55,2026-02-19 19:18:00,2026-02-21 14:00:00
us-east-1,T4,Enterprise,Relational Database,User_Stopped,12.3,57,32,194.59,74.96,2026-04-20 00:44:00,2026-04-20 13:02:00
us-east-1,T4,Enterprise,Web App Hosting,CUDA_Out_Of_Memory,27.6,78,128,207.17,38.9,2026-02-01 17:40:00,2026-02-02 21:16:00
eu-central-1,A100 80GB,Enterprise,ComfyUI / Stable Diffusion,User_Stopped,55.6,36,64,5.39,11.8,2026-03-04 17:34:00,2026-03-07 01:10:00
us-east-1,A100 80GB,Free,Relational Database,CUDA_Out_Of_Memory,15.5,89,16,11.28,129.14,2026-02-14 21:10:00,2026-02-15 12:40:00
eu-central-1,RTX 4090,Enterprise,Relational Database,CUDA_Out_Of_Memory,28.7,24,16,41.5,91.64,2026-03-02 08:51:00,2026-03-03 13:33:00
ap-southeast-1,RTX 4090,Enterprise,Web App Hosting,Out_of_Credit,13.6,11,32,33.35,55.44,2026-01-17 11:03:00,2026-01-18 00:39:00
us-east-1,RTX 4090,Pro,Web App Hosting,Out_of_Credit,58.9,89,32,27.66,94.36,2026-04-11 07:35:00,2026-04-13 18:29:00
us-east-1,CPU-Only,Enterprise,PyTorch Training,User_Stopped,1.4,94,32,162.75,63.4,2026-03-24 15:12:00,2026-03-24 16:36:00
ap-southeast-1,T4,Pro,Relational Database,User_Stopped,17.0,29,64,180.64,66.12,2026-03-29 23:51:00,2026-03-30 16:51:00
ap-southeast-1,CPU-Only,Enterprise,Web App Hosting,CUDA_Out_Of_Memory,37.4,88,16,241.79,142.89,2026-03-20 10:46:00,2026-03-22 00:10:00
ap-southeast-1,CPU-Only,Pro,Web App Hosting,Hardware_Fault,59.3,56,128,31.13,24.81,2026-04-06 16:56:00,2026-04-09 04:14:00
ap-southeast-1,CPU-Only,Enterprise,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,40.5,27,64,41.49,113.65,2026-04-28 00:29:00,2026-04-29 16:59:00
us-east-1,CPU-Only,Pro,Web App Hosting,Hardware_Fault,15.3,43,16,178.57,81.58,2026-02-24 15:39:00,2026-02-25 06:57:00
us-east-1,A100 80GB,Free,Relational Database,Hardware_Fault,50.6,63,64,145.42,44.19,2026-04-25 09:03:00,2026-04-27 11:39:00
us-east-1,T4,Pro,PyTorch Training,User_Stopped,53.6,91,64,214.32,65.93,2026-04-22 09:54:00,2026-04-24 15:30:00
ap-southeast-1,CPU-Only,Free,PyTorch Training,CUDA_Out_Of_Memory,53.7,15,64,194.94,55.18,2026-01-28 21:14:00,2026-01-31 02:56:00
ap-southeast-1,T4,Enterprise,PyTorch Training,CUDA_Out_Of_Memory,4.1,36,32,232.71,112.04,2026-03-10 13:34:00,2026-03-10 17:40:00
us-east-1,A100 80GB,Pro,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,26.9,9,128,14.02,27.6,2026-04-15 02:28:00,2026-04-16 05:22:00
ap-southeast-1,T4,Free,Web App Hosting,User_Stopped,70.7,77,128,155.69,7.22,2026-03-27 21:59:00,2026-03-30 20:41:00
ap-southeast-1,T4,Enterprise,Web App Hosting,Out_of_Credit,39.9,96,128,212.59,8.06,2026-02-23 06:47:00,2026-02-24 22:41:00
ap-southeast-1,T4,Pro,Relational Database,CUDA_Out_Of_Memory,22.4,86,128,115.53,63.5,2026-01-02 15:38:00,2026-01-03 14:02:00
eu-central-1,CPU-Only,Free,ComfyUI / Stable Diffusion,Hardware_Fault,65.8,26,16,243.49,19.73,2026-04-05 15:15:00,2026-04-08 09:03:00
us-east-1,CPU-Only,Pro,PyTorch Training,User_Stopped,50.5,32,32,162.25,3.7,2026-01-04 03:50:00,2026-01-06 06:20:00
eu-central-1,T4,Enterprise,ComfyUI / Stable Diffusion,User_Stopped,5.2,19,16,166.88,104.58,2026-04-29 10:04:00,2026-04-29 15:16:00
ap-southeast-1,A100 80GB,Pro,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,53.2,60,128,161.68,42.54,2026-04-09 03:01:00,2026-04-11 08:13:00
ap-southeast-1,RTX 4090,Free,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,18.3,36,16,171.25,36.35,2026-03-19 13:00:00,2026-03-20 07:18:00
ap-southeast-1,RTX 4090,Free,PyTorch Training,User_Stopped,19.6,0,32,171.17,108.65,2026-03-02 08:27:00,2026-03-03 04:03:00
ap-southeast-1,RTX 4090,Free,Relational Database,Out_of_Credit,19.4,54,16,223.86,32.34,2026-04-11 21:42:00,2026-04-12 17:06:00
eu-central-1,A100 80GB,Enterprise,ComfyUI / Stable Diffusion,Out_of_Credit,63.4,66,64,6.12,26.84,2026-03-14 04:24:00,2026-03-16 19:48:00
ap-southeast-1,A100 80GB,Enterprise,Web App Hosting,CUDA_Out_Of_Memory,48.7,20,64,141.33,69.7,2026-02-13 12:34:00,2026-02-15 13:16:00
us-east-1,RTX 4090,Enterprise,Web App Hosting,Out_of_Credit,46.2,100,64,97.3,57.48,2026-02-18 07:33:00,2026-02-20 05:45:00
ap-southeast-1,A100 80GB,Enterprise,Web App Hosting,Hardware_Fault,42.4,8,16,31.49,92.29,2026-04-07 02:21:00,2026-04-08 20:45:00
us-east-1,CPU-Only,Enterprise,Relational Database,Hardware_Fault,1.1,36,16,115.3,93.35,2026-01-28 01:33:00,2026-01-28 02:39:00
ap-southeast-1,A100 80GB,Pro,PyTorch Training,CUDA_Out_Of_Memory,40.6,19,128,124.77,47.98,2026-03-21 10:46:00,2026-03-23 03:22:00
ap-southeast-1,T4,Enterprise,Web App Hosting,Hardware_Fault,9.3,34,128,248.13,37.74,2026-03-23 21:51:00,2026-03-24 07:09:00
ap-southeast-1,CPU-Only,Free,PyTorch Training,CUDA_Out_Of_Memory,56.6,90,32,28.37,88.37,2026-04-18 10:21:00,2026-04-20 18:57:00
ap-southeast-1,CPU-Only,Enterprise,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,45.2,77,128,212.73,3.73,2026-03-13 09:41:00,2026-03-15 06:53:00
ap-southeast-1,CPU-Only,Free,Relational Database,Hardware_Fault,26.3,90,128,82.39,76.5,2026-02-16 00:42:00,2026-02-17 03:00:00
eu-central-1,T4,Enterprise,Relational Database,Hardware_Fault,29.1,19,16,8.92,3.2,2026-04-22 10:34:00,2026-04-23 15:40:00
eu-central-1,A100 80GB,Pro,Relational Database,CUDA_Out_Of_Memory,3.5,67,64,226.93,61.11,2026-01-04 09:18:00,2026-01-04 12:48:00
eu-central-1,CPU-Only,Free,Web App Hosting,Hardware_Fault,19.3,58,64,146.6,128.43,2026-04-02 00:52:00,2026-04-02 20:10:00
us-east-1,A100 80GB,Free,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,36.6,24,16,36.18,68.69,2026-03-19 14:04:00,2026-03-21 02:40:00
eu-central-1,A100 80GB,Enterprise,Web App Hosting,Hardware_Fault,24.7,78,64,21.53,60.85,2026-04-03 03:03:00,2026-04-04 03:45:00
us-east-1,RTX 4090,Pro,Relational Database,Hardware_Fault,50.0,42,16,12.15,39.96,2026-04-09 23:10:00,2026-04-12 01:10:00
eu-central-1,T4,Enterprise,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,32.0,93,128,137.51,119.68,2026-03-15 06:53:00,2026-03-16 14:53:00
ap-southeast-1,CPU-Only,Enterprise,Relational Database,User_Stopped,43.8,0,128,3.64,71.33,2026-01-11 13:07:00,2026-01-13 08:55:00
us-east-1,A100 80GB,Enterprise,PyTorch Training,User_Stopped,56.7,30,32,118.23,56.09,2026-04-29 06:23:00,2026-05-01 15:05:00
ap-southeast-1,CPU-Only,Free,Relational Database,Out_of_Credit,31.9,55,64,17.36,120.01,2026-02-05 20:22:00,2026-02-07 04:16:00
ap-southeast-1,RTX 4090,Enterprise,Relational Database,User_Stopped,21.7,61,128,47.24,97.05,2026-03-22 13:45:00,2026-03-23 11:27:00
ap-southeast-1,CPU-Only,Free,Web App Hosting,CUDA_Out_Of_Memory,36.5,48,16,125.57,43.7,2026-04-24 17:59:00,2026-04-26 06:29:00
eu-central-1,A100 80GB,Free,Web App Hosting,User_Stopped,55.2,99,32,59.79,39.38,2026-04-05 18:49:00,2026-04-08 02:01:00
ap-southeast-1,A100 80GB,Pro,PyTorch Training,Hardware_Fault,9.3,73,64,71.27,16.57,2026-02-09 14:26:00,2026-02-09 23:44:00
ap-southeast-1,CPU-Only,Free,ComfyUI / Stable Diffusion,Hardware_Fault,64.2,31,32,128.77,25.76,2026-03-21 15:14:00,2026-03-24 07:26:00
us-east-1,CPU-Only,Pro,Web App Hosting,CUDA_Out_Of_Memory,55.1,42,16,77.91,86.5,2026-04-15 15:08:00,2026-04-17 22:14:00
eu-central-1,A100 80GB,Enterprise,Web App Hosting,User_Stopped,55.7,21,16,239.09,56.43,2026-04-01 11:27:00,2026-04-03 19:09:00
eu-central-1,RTX 4090,Free,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,40.4,75,64,224.96,100.14,2026-03-28 12:58:00,2026-03-30 05:22:00
us-east-1,RTX 4090,Enterprise,ComfyUI / Stable Diffusion,User_Stopped,21.6,70,32,155.58,125.87,2026-04-16 19:44:00,2026-04-17 17:20:00
eu-central-1,RTX 4090,Pro,PyTorch Training,Out_of_Credit,24.3,11,32,114.7,70.87,2026-04-03 10:07:00,2026-04-04 10:25:00
eu-central-1,A100 80GB,Pro,Web App Hosting,User_Stopped,42.1,31,32,206.26,130.28,2026-03-09 15:06:00,2026-03-11 09:12:00
eu-central-1,RTX 4090,Free,PyTorch Training,Out_of_Credit,20.4,73,128,148.85,9.61,2026-04-19 11:11:00,2026-04-20 07:35:00
ap-southeast-1,CPU-Only,Free,Relational Database,CUDA_Out_Of_Memory,22.5,35,32,18.18,118.77,2026-01-26 10:28:00,2026-01-27 08:58:00
ap-southeast-1,CPU-Only,Enterprise,PyTorch Training,User_Stopped,23.6,51,16,84.42,27.0,2026-04-13 23:39:00,2026-04-14 23:15:00
ap-southeast-1,RTX 4090,Pro,Relational Database,Out_of_Credit,17.1,99,16,3.18,124.37,2026-03-07 07:57:00,2026-03-08 01:03:00
eu-central-1,A100 80GB,Free,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,69.5,76,32,6.34,137.03,2026-03-01 18:14:00,2026-03-04 15:44:00
us-east-1,A100 80GB,Free,Relational Database,User_Stopped,42.9,35,64,189.68,111.68,2026-02-15 04:13:00,2026-02-16 23:07:00
eu-central-1,A100 80GB,Enterprise,Web App Hosting,CUDA_Out_Of_Memory,44.3,21,16,245.86,15.87,2026-02-25 10:05:00,2026-02-27 06:23:00
ap-southeast-1,CPU-Only,Enterprise,ComfyUI / Stable Diffusion,CUDA_Out_Of_Memory,22.2,45,128,179.1,39.37,2026-02-09 17:10:00,2026-02-10 15:22:00
